,Positive,ROI_past_ma10
0,False,
1001,1,0.004060670681280213
1002,1,0.004183049496534213
1003,1,0.004320038807719512
1004,0,0.004442804027580714
1005,0,0.004530045538503577
1006,1,0.0044364930213758366
1007,1,0.0044397893068805535
1008,0,0.004498108756469076
1009,0,0.00434260204727675
1010,0,0.003889990082315482
1011,0,0.0034294019068162452
1012,1,0.003694827073249111
1013,0,0.003986790465037805
1014,0,0.0037808770338118446
1015,1,0.0031330581046831248
1016,0,0.0030723005231269294
1017,0,0.0029369050165822474
1018,0,0.002783765236026583
1019,0,0.0027894870649514377
1020,0,0.0028803412330562295
1021,0,0.002388858595612586
1022,0,0.002116295109141837
1023,1,0.0021272435760209905
1024,0,0.0023492970070162563
1025,0,0.002182844985538277
1026,0,0.0017956069366301078
1027,0,0.0016711688997683388
1028,1,0.00161302446203721
1029,0,0.001463489023442087
1030,0,0.0013098430090811735
1031,1,0.0011031944708333324
1032,1,0.001049763679714048
1033,0,0.0008456912771371443
1034,1,0.0005026558419616141
1035,1,0.0005280991864698399
1036,1,0.0005397898740587963
1037,1,0.0004638436858956646
1038,1,0.0005326186818243544
1039,1,0.0006353002046365536
1040,1,0.0008548296207068942
1041,0,0.000802373510474215
1042,0,0.0005035875845421377
1043,0,0.00036487275928961753
1044,0,0.00047220931714588054
1045,1,0.0006371678789727145
1046,1,0.0006384637839856325
1047,1,0.000635339428869609
1048,1,0.00029351848818500565
1049,1,0.00021467006894240623
1050,1,0.000602797130097397
1051,0,0.00047963961360333694
1052,1,0.0003470937997654994
1053,1,0.0004352549650602284
1054,1,0.0007916206798809267
1055,0,0.0005817578687171338
1056,0,7.056716170026463e-05
1057,1,6.182823733463234e-05
1058,0,0.00013775239535147415
1059,0,2.841577226941652e-05
1060,0,-0.00012228941345097637
1061,0,-0.0002577766586255563
1062,1,-0.0002515820764568864
1063,1,-5.291390639321821e-05
1064,1,0.0002073813798842112
1065,0,0.0004000858963922347
1066,1,0.0006412355174388209
1067,1,0.0007035243608872849
1068,1,0.0005845959354528943
1069,0,0.0005447717764399074
1070,0,0.0003574627979124104
1071,1,-1.6702914213330456e-05
1072,1,-0.00021677804165760336
1073,1,-0.00030452849264578125
1074,1,-0.0001749301644932238
1075,1,0.0001235211506892028
1076,1,0.00028824285285395035
1077,0,0.00033387019928852833
1078,0,-0.00040662470081599585
1079,1,-0.0005721193147421659
1080,1,-0.00039126498926721426
1081,0,-0.0006143235678819408
1082,0,-0.0008981572227309785
1083,0,-0.0010807692386078057
1084,0,-0.0012524515385058655
1085,1,-0.001736396077896476
1086,0,-0.0018904613613470497
1087,0,-0.0018818074798294102
1088,0,-0.0019367402096827733
1089,0,-0.0018783413911437536
1090,0,-0.002146275595558961
1091,0,-0.0025128774671730925
1092,0,-0.0026536481302099272
1093,1,-0.003028725730596677
1094,0,-0.002595740170976932
1095,0,-0.00270884148060866
1096,0,-0.002872752453117229
1097,0,-0.0029704807675636716
1098,0,-0.003061432826209631
1099,0,-0.0030963725913960728
1100,0,-0.0033069403674317404
1101,0,-0.0036652606379090347
1102,0,-0.004265746690677464
1103,1,-0.004782605845952185
1104,0,-0.004771999870266768
1105,1,-0.004812154113658192
1106,1,-0.004623969214659952
1107,1,-0.004473802493896366
1108,0,-0.004489711841905347
1109,1,-0.00465299175963632
1110,1,-0.004082235703434495
1111,1,-0.003186172967135852
1112,0,-0.0029921465841458677
1113,0,-0.00343031957945554
1114,0,-0.003485520015158697
1115,0,-0.0035851915594193205
1116,1,-0.0038211574118225027
1117,1,-0.003585567314720381
1118,1,-0.0035038646664870467
1119,1,-0.003414600588180985
1120,1,-0.002986666109053933
1121,0,-0.0023348132903910812
1122,0,-0.0019687396000006387
1123,0,-0.0021702636892342777
1124,0,-0.0025201255267837354
1125,0,-0.002550807343968179
1126,0,-0.0025257818655787926
1127,0,-0.00256986118874418
1128,0,-0.002609115934739539
1129,0,-0.00310623503886733
1130,0,-0.0034691246319635545
1131,0,-0.003703059122128748
1132,0,-0.003995631016039621
1133,1,-0.004195321451352948
1134,1,-0.003960939597091508
1135,1,-0.0035880629679811192
1136,1,-0.003297091117726128
1137,1,-0.0033717137690645266
1138,1,-0.0030352822551441595
1139,1,-0.0028696761070921184
1140,0,-0.0028446828787438232
1141,0,-0.003531287801566381
1142,1,-0.003369826648823666
1143,1,-0.002711124891402425
1144,1,-0.002205221168412773
1145,1,-0.002182231064025321
1146,1,-0.002140838310868311
1147,1,-0.0021947216663252573
1148,0,-0.0023059900307742655
1149,0,-0.002658110681852344
1150,0,-0.003183434834969959
1151,1,-0.0032259797697749924
1152,1,-0.0029204393726429334
1153,1,-0.003199852179556498
1154,1,-0.0031859882829474474
1155,0,-0.002954709296163562
1156,0,-0.0026425632249054243
1157,1,-0.002617262646144226
1158,0,-0.002654368037753807
1159,0,-0.0028321598860170127
1160,1,-0.0028634701618074315
1161,0,-0.0026593145006215345
1162,1,-0.002600870246514072
1163,0,-0.0024642030693664257
1164,0,-0.0029129481235085656
1165,0,-0.003437016209054681
1166,0,-0.003782194375510153
1167,0,-0.003931458378003203
1168,0,-0.004226492304997852
1169,1,-0.004399088825633784
1170,1,-0.004329642562699143
1171,1,-0.004165329184475744
1172,0,-0.004166202289659886
1173,1,-0.004416065092163465
1174,1,-0.0042721608748105344
1175,1,-0.004434416937327734
1176,0,-0.004560525363511602
1177,1,-0.004779600617268905
1178,1,-0.0039388444873363826
1179,0,-0.0034737186527537822
1180,1,-0.0036235344771171733
1181,0,-0.0035580707859404503
1182,0,-0.0033985124312461623
1183,1,-0.003300068440731171
1184,1,-0.002991614943966542
1185,1,-0.0024870527696423585
1186,1,-0.001985189932594011
1187,1,-0.0015577546825905066
1188,1,-0.0012896376546628944
1189,1,-0.0012677801435729153
1190,1,-0.0006390869640268024
1191,0,-0.00015450431460516128
1192,0,-0.00013997649071430246
1193,0,5.813289873484772e-05
1194,0,-0.00041485491322609314
1195,0,-0.0003860571783644326
1196,1,-0.0003309114958621497
1197,1,-5.555867760330024e-05
1198,0,0.00023119384563225016
1199,1,9.492358007644146e-05
1200,1,0.0002635152027033751
1201,1,0.0006827133173749647
1202,1,0.0011652615799737538
1203,0,0.0014926344756416609
1204,1,0.0012090150504585758
1205,1,0.002338138253246827
1206,1,0.0024896734051695125
1207,0,0.0024367009953298645
1208,1,0.002406190775932759
1209,1,0.002680045661165786
1210,1,0.0024276414401050057
1211,1,0.002113628094917823
1212,1,0.002089595380153505
1213,1,0.0024286183927822993
1214,0,0.0027606212922168943
1215,0,0.0029415621318165702
1216,0,0.00291231241125254
1217,1,0.0027415013154803896
1218,1,0.0027515525941947533
1219,1,0.0027905301058530757
1220,1,0.002420778362151623
1221,1,0.0023995619329741317
1222,0,0.0024802318387954375
1223,0,0.002644934875911865
1224,0,0.0028392269129743604
1225,0,0.0027344008382494496
1226,0,0.0026748521008142746
1227,0,0.0024991953568468837
1228,1,0.00244809353991918
1229,1,0.003033534860691633
1230,0,0.0034635363609868968
1231,0,0.003707161322678408
1232,1,0.0038278458450184687
1233,1,0.004089086930330205
1234,0,0.0039947215148270964
1235,0,0.003436633040673376
1236,0,0.0025611163816157676
1237,1,0.0023058174769784146
1238,1,0.0021065315965053065
1239,1,0.001994680634091438
1240,1,0.0020663307404689838
1241,0,0.002832574814245663
1242,0,0.0028834421431889056
1243,0,0.0024292893401769585
1244,1,0.0020439329235491816
1245,0,0.002051934295881271
1246,0,0.0018733890414784201
1247,0,0.0015895643422116894
1248,0,0.0014752265321628468
1249,1,0.0015675154556340585
1250,1,0.0018371763314489397
1251,1,0.0020015811496508647
1252,1,0.0018928827751424173
1253,0,0.0018796912729086243
1254,0,0.0015086419591461018
1255,0,0.0011221971091644395
1256,0,0.0012167727160224818
1257,0,0.0011654558520961353
1258,1,0.001068925339350412
1259,1,0.0014076828617773153
1260,1,0.0016169512847093725
1261,1,0.0016240696247984718
1262,1,0.0019172775148360282
1263,0,0.0018698142381183753
1264,1,0.001972705124036328
1265,0,0.0024505084799763114
1266,0,0.0028319388576976325
1267,1,0.0028722879231084524
1268,1,0.0032082624399163533
1269,1,0.0036353467675917972
1270,0,0.003704101764124709
1271,0,0.003404674946682185
1272,0,0.0030796696952108287
1273,1,0.0028326312465313487
1274,1,0.002808258976360138
1275,0,0.0027648755927041145
1276,0,0.0025460945437411533
1277,0,0.0024032137640999764
1278,1,0.0019699282808747476
1279,1,0.0018571734765438887
1280,0,0.0020165748544684384
1281,1,0.0019345263492235257
1282,1,0.001968996974735367
1283,1,0.002065709871637451
1284,1,0.0021773108149134228
1285,0,0.0019902488061573093
1286,1,0.0014766734656781757
1287,1,0.0012236080081017616
1288,1,0.0013333876217307755
1289,0,0.0013344526656144259
1290,0,0.0010385403971365575
1291,1,0.0008662718868306164
1292,0,0.0010401567351355965
1293,0,0.0008966204631121581
1294,0,0.000795111954278378
1295,0,0.0008370650654037235
1296,1,0.0009591792914756639
1297,0,0.0007316016481781072
1298,0,0.00046721023256398334
1299,1,0.00036385227381638527
1300,0,0.0005238022290535902
1301,0,0.00031489906090502993
1302,0,-1.319193869058998e-05
1303,0,-0.00020940996481888
1304,0,-0.00011827753228527795
1305,0,-0.0013521319513907224
1306,0,-0.0018090120912208087
1307,0,-0.0020724748101301127
1308,0,-0.002114891635861655
1309,0,-0.002185468989791071
1310,0,-0.0023192663016786187
1311,1,-0.0024545636172790073
1312,1,-0.0022933825961447486
1313,1,-0.002223743864229859
1314,1,-0.0021846963018359216
1315,0,-0.001878671003563957
1316,0,-0.0019425867062146322
1317,0,-0.002136738186664255
1318,1,-0.0021671181261808036
1319,1,-0.0021755186669039335
1320,1,-0.002141869196812158
1321,0,-0.002048443910532903
1322,0,-0.0020795768721342963
1323,0,-0.0023696604410274732
1324,1,-0.0024095968648258775
1325,1,-0.002008362894863687
1326,0,-0.0016643642193356597
1327,0,-0.0014721164301344542
1328,1,-0.0014138209005317558
1329,1,-0.0015893351182688748
1330,0,-0.001568467674737357
1331,0,-0.0022449863100678967
1332,0,-0.0025077044593758207
1333,0,-0.0027357809273288046
1334,0,-0.0028609175070266175
1335,0,-0.0027346736967501107
1336,1,-0.0022128563952959293
1337,1,-0.0018950942256354278
1338,0,-0.0018383081642354025
1339,1,-0.001915292920035507
1340,0,-0.0019596360654731194
1341,0,-0.0020991537850032277
1342,0,-0.002303377146676716
1343,0,-0.002320537033389802
1344,1,-0.002309077489476033
1345,0,-0.00230705811729978
1346,1,-0.0022784563735710616
1347,0,-0.0020219845440697316
1348,0,-0.002064313693661826
1349,0,-0.0021242635150953556
1350,0,-0.0022992779159432286
1351,1,-0.0027437939828964535
1352,1,-0.0027806614554300294
1353,1,-0.0025055288008971597
1354,0,-0.0024242299231034196
1355,0,-0.002524063138352967
1356,1,-0.002758944674008136
1357,0,-0.0026747362736522524
1358,1,-0.002620684257641721
1359,1,-0.0027328010109346854
1360,1,-0.0027655108788499643
1361,1,-0.002619503016490019
1362,1,-0.0028318321743116925
1363,0,-0.0029256792089854184
1364,0,-0.002983316217502282
1365,0,-0.003020804838336194
1366,0,-0.003136788755927769
1367,1,-0.003165335897142268
1368,0,-0.003278375655423351
1369,0,-0.0038399559152334423
1370,0,-0.004112800272523705
1371,0,-0.003905564422767307
1372,0,-0.0036854374479865656
1373,0,-0.0033321442393838495
1374,0,-0.003889093810369178
1375,1,-0.004452455394221267
1376,0,-0.004229927478843414
1377,0,-0.0039603767099015376
1378,0,-0.003886768456239021
1379,1,-0.004160666415094874
1380,1,-0.0042425458548265346
1381,1,-0.00381238028342748
1382,1,-0.003557418887713453
1383,1,-0.0034275587541404097
1384,1,-0.00318316914934495
1385,1,-0.0027013855743605155
1386,1,-0.0025028831526766205
1387,0,-0.002430075526901062
1388,0,-0.0028306870328801527
1389,1,-0.002950299621500467
1390,1,-0.0027904722295785485
1391,0,-0.002592984321469738
1392,1,-0.002885448327534936
1393,0,-0.001548174218118896
1394,1,-0.001450480823651182
1395,0,-0.0012556409223351075
1396,1,-0.0012471516710414216
1397,1,-0.0011923325103556624
1398,1,-0.0006336869863122147
1399,1,-0.0001343615686475499
1400,0,-0.00014772933573916136
1401,0,-0.00022805069839591254
1402,0,-5.5135646747697315e-05
1403,1,5.750473085966672e-05
1404,0,0.00011904372093156605
1405,0,2.076240418469717e-05
1406,0,9.044479046487967e-05
1407,0,-4.599710677379579e-05
1408,0,-0.00024926561830716185
1409,1,-0.0008690700800597372
1410,0,-0.0005666786880010922
1411,1,-0.0007198424334166294
1412,1,-0.0009165089406417133
1413,0,-0.0008612356052493067
1414,0,-0.001161450086535475
1415,0,-0.0016256663537651298
1416,0,-0.0018774180965298562
1417,0,-0.0023324721046325114
1418,0,-0.0029483925227832258
1419,1,-0.0030732869758096763
1420,1,-0.0028198208921165245
1421,1,-0.0025777030148869213
1422,0,-0.002545527014822246
1423,1,-0.002208901840152145
1424,1,-0.0017233350871518663
1425,1,-0.0017451220603758684
1426,0,-0.0017358573182896804
1427,0,-0.0018315459286702815
1428,0,-0.0020285728305576346
1429,1,-0.0020946207921169052
1430,1,-0.0016921869967029318
1431,0,-0.0008338225303982391
1432,0,-0.000662945277393851
1433,1,-0.000594397977281572
1434,1,-0.0002918879617520306
1435,1,-0.000275564294825801
1436,1,-4.2154044054533814e-05
1437,1,2.224571906819392e-05
1438,1,-0.00015692639781709266
1439,0,-4.0080857259807096e-05
1440,0,-0.0003380551460154257
1441,0,-0.0008049945736290127
1442,1,-0.0006026537829339972
1443,1,-0.0002810650761679533
1444,0,-3.500243557576235e-05
1445,0,-0.00023605850363787935
1446,0,-0.0004861716090192176
1447,0,-0.0010209450901928385
1448,0,-0.0014112940736977172
1449,1,-0.001472936745795521
1450,1,-0.0010672755563455555
1451,1,-0.00039461302744748096
1452,1,-0.000323180681151006
1453,1,-0.00020873127285020492
1454,1,0.00010160062428353722
1455,1,0.0005463959971304499
1456,1,0.000996795799363992
1457,0,0.001722078056279201
1458,1,0.0014512119493200427
1459,1,0.0015521417347008808
1460,0,0.0014990010106079022
1461,1,0.0012336647911649948
1462,1,0.001369892082582949
1463,0,0.0014867819556402513
1464,0,0.0015113767098508578
1465,1,0.0014148304909472748
1466,1,0.0016989392079142134
1467,0,0.001799105908554108
1468,0,0.001763647468369805
1469,1,0.0016890459660270285
1470,1,0.0019522188235806094
1471,1,0.0021995020525837324
1472,1,0.002457625105144016
1473,1,0.0027995933632971393
1474,0,0.003474224373732676
1475,0,0.003769033907340058
1476,1,0.0034520659191901535
1477,1,0.0034956553044057414
1478,1,0.003918855183111046
1479,0,0.004210263388730081
1480,0,0.004146021110119698
1481,0,0.0035467926790825523
1482,0,0.003018333018271974
1483,0,0.002470543566382904
1484,0,0.001959343561376831
1485,0,0.0012813723316569886
1486,1,0.0008750586089948066
1487,1,0.0010366449436822274
1488,1,0.0012649374943419442
1489,1,0.001567173432580637
1490,1,0.0017213577816361989
1491,1,0.0018692649802356876
1492,0,0.0021591383561124613
1493,1,0.001012571151728981
1494,0,0.0010617875211885149
1495,1,0.0008011957852575416
1496,1,0.0009172304052181132
1497,1,0.0009568886584796759
1498,0,0.0006099713048973057
1499,0,0.0002155402827808249
1500,1,2.9079481658347905e-05
1501,0,0.0002595011749792909
1502,1,0.0003208209263565495
1503,0,0.0003831229325592525
1504,0,0.00030644921705080624
1505,1,0.0005808598393607728
1506,1,0.0007430452652439514
1507,1,0.0011524146590315713
1508,0,0.0015336112719002315
1509,1,0.002154988146613996
1510,1,0.0020382515504059114
1511,1,0.0026163648516546244
1512,0,0.002837540398476182
1513,0,0.0025671486768126086
1514,0,0.0025997040065134213
1515,0,0.002303830953578647
1516,0,0.002291567052982969
1517,1,0.002882438418564248
1518,0,0.0036025726607069554
1519,1,0.0035274241615682006
1520,1,0.0032702802131023513
1521,1,0.0028915689403053698
1522,0,0.0030840125655415595
1523,0,0.002292575693722763
1524,0,0.00184071140718219
1525,0,0.0016397037563284484
1526,0,0.001301168620596175
1527,1,0.0013626872271148879
1528,1,0.0017965282219451234
1529,1,0.0019611022374936547
1530,0,0.001542539940998876
1531,1,0.0014204014039639501
1532,1,0.00159115909182579
1533,1,0.0018109654739761332
1534,1,0.0018998823860348819
1535,1,0.002096539457585965
1536,1,0.0019537650087252047
1537,0,0.0017918139391603855
1538,1,0.001657444498891414
1539,0,0.0016126669767719177
1540,0,0.0017860624908761658
1541,0,0.0021816283539117963
1542,1,0.002091037309553306
1543,1,0.0018245328297389815
1544,1,0.0017445490149122973
1545,0,0.001985824141944878
1546,1,0.0021488156650224318
1547,1,0.002588284714988533
1548,1,0.0030952327459431704
1549,1,0.0034455357328760554
1550,1,0.003281538270234285
1551,0,0.0029729677889110506
1552,0,0.0028065196314064644
1553,0,0.002288333393327645
1554,0,0.0016959790293474928
1555,0,0.0013936298767729981
1556,0,0.0011642073370439873
1557,0,0.0002463421124591619
1558,1,0.00048463676158852606
1559,1,0.0006646284853077851
1560,1,0.0007748325544661723
1561,1,0.0009368227729259395
1562,1,0.0009259203850949249
1563,1,0.0010194257128121893
1564,1,0.0012464575864916273
1565,1,0.0015044478510437631
1566,1,0.0015303125069299664
1567,1,0.0015657476412550423
1568,1,0.0016396715099012522
1569,1,0.0019472811530169157
1570,0,0.0020009403229869194
1571,0,0.0017299270616067794
1572,0,0.0013872118091500481
1573,1,0.0010632345964790768
1574,0,0.0007713390520835052
1575,0,0.0007441104677219951
1576,0,0.0008001184665727891
1577,0,0.0007380989290326709
1578,1,0.0005176311257174175
1579,1,0.00041512792333183254
1580,0,0.0007058034221957069
1581,0,0.0006124109704086123
1582,0,0.00022045142795757298
1583,0,0.00035475302662423604
1584,0,0.00046859189588151397
1585,0,0.0004951883164445583
1586,0,0.0005508042610510092
1587,1,3.380982463978709e-05
1588,1,0.00011327559396856787
1589,1,0.00010921433727297458
1590,1,3.444797531475868e-05
1591,0,-0.000238160368722156
1592,0,-0.0005430757264946337
1593,1,-0.0006211407583238156
1594,1,-0.000570308064408051
1595,0,-0.00031616706462097454
1596,1,-0.0006262616707842972
1597,1,-0.0007188432588366125
1598,1,-0.0004803865711051633
1599,1,-0.0002506558148380151
1600,0,-0.00010044885807429315
1601,0,-0.000281798066013101
1602,1,-0.0003462127243521858
1603,1,-0.00021181620725861273
1604,1,0.00021232758230368514
1605,0,0.0002998486871300078
1606,0,-0.000310255069971312
1607,1,-0.0006166165371099794
1608,0,-0.0007330308293437073
1609,1,-0.0007925757685539864
1610,0,-0.0008278884029214293
1611,0,-0.0014816054188960112
1612,0,-0.0018270103285290746
1613,0,-0.0018633746765520155
1614,0,-0.0018045076986013533
1615,1,-0.001549010542512681
1616,1,-0.0010689222485914297
1617,1,-0.0010054876794870172
1618,1,-0.0010146331836962724
1619,0,-0.0008857242864150152
1620,0,-0.0010441243751045167
1621,0,-0.001186351744930888
1622,0,-0.001719937167348488
1623,0,-0.0010140135052083704
1624,1,-0.000976753056230905
1625,1,-0.0008331806627803191
1626,1,-0.0003586936146208257
1627,1,0.0001405641661161322
1628,0,6.911447028842992e-05
1629,0,-0.00030320934465261876
1630,0,-0.0004831905749324678
1631,0,-0.0005745721952753811
1632,1,-0.0006244856179977602
1633,0,-0.0007037766755020305
1634,1,-0.0010751328229807711
1635,1,-0.0010222369108217283
1636,1,-0.0009707524138453956
1637,1,-0.0009140024845513958
1638,0,-0.0005399078460946061
1639,0,-0.0006584045277067665
1640,0,-0.0007545613572360646
1641,0,-0.0007122228693415103
1642,0,-0.0009295314711448566
1643,1,-0.0010605804173583013
1644,1,-0.0010439202381783746
1645,1,-0.0010625451060088402
1646,1,-0.0009606443141503973
1647,1,-0.0009679585753053013
1648,1,-0.0007214386215724819
1649,1,-0.0004944479383683308
1650,1,-0.0005187886512418267
1651,0,-0.0004620354620860406
1652,1,-0.0005600123883648596
1653,1,-0.00035227983587467334
1654,1,0.00022184433356881383
1655,0,0.0004594946986107767
1656,1,0.0004426117116599121
1657,0,0.0006736955176106294
1658,1,0.000585523873340176
1659,1,0.0005421321440635021
1660,1,0.00046733744453957915
1661,1,0.0003822825881371093
1662,1,0.00025238931026082723
1663,0,9.351667340178799e-05
1664,1,-0.0001119588983535364
1665,1,8.030845879142098e-05
1666,1,0.0002279602463259604
1667,1,0.0002895881793337392
1668,1,0.00028570694495467976
1669,1,0.00039869266117107657
1670,0,0.00028479275143351217
1671,1,0.00025152260921097773
1672,1,0.0004988980861180613
1673,1,0.0007143946047366734
1674,0,0.0007503065872473029
1675,1,0.0008147895772526591
1676,1,0.0011254212955328718
1677,1,0.0014936650379335375
1678,1,0.0015831291661718865
1679,0,0.0015572092827551853
1680,0,0.0012451466484772165
1681,1,0.0014656242180392943
1682,1,0.0023914701926719562
1683,1,0.0029014635071238294
1684,0,0.0029306528857029994
1685,0,0.0028271302840578473
1686,1,0.002884504373074668
1687,1,0.003235736971982505
1688,1,0.0033338096113210616
1689,1,0.003147455502504948
1690,1,0.003101196869853456
1691,1,0.0033131025358096437
1692,1,0.003626324469427862
1693,1,0.0038971031639353708
1694,1,0.00407425475762664
1695,1,0.004158920867532088
1696,1,0.004371958796977941
1697,0,0.004433648309708585
1698,1,0.0040632769354935925
1699,0,0.004104760216775213
1700,0,0.003964711135755753
1701,1,0.004055606173233197
1702,1,0.004322828583688397
1703,0,0.0042150671534049835
1704,0,0.0036586506694321237
1705,0,0.003354086572663387
1706,1,0.003682368924482647
1707,0,0.003987980572226418
1708,0,0.003875050966016408
1709,1,0.0037956256740826954
1710,1,0.00379958013318404
1711,0,0.004296195305349043
1712,0,0.003748917012148011
1713,0,0.002899945222930622
1714,0,0.002642503711530606
1715,1,0.002933857159794235
1716,0,0.002893840134468275
1717,0,0.0027591919312603035
1718,1,0.0025985597294714445
1719,1,0.002624521951164709
1720,1,0.0028596465738184923
1721,0,0.0031111220094569526
1722,0,0.003268171256197504
1723,0,0.0033797878979845253
1724,0,0.0031595834312341214
1725,0,0.002765723935062368
1726,1,0.0024711446102514763
1727,0,0.0023066697503040163
1728,0,0.0021676577099915043
1729,0,0.0022616062083736076
1730,0,0.0022027123608160887
1731,1,0.002287764961166417
1732,1,0.00267853590194968
1733,0,0.0027796469737443514
1734,0,0.002784813022870923
1735,0,0.002518901753159568
1736,1,0.002291475661427456
1737,1,0.0022522685739189523
1738,1,0.002333980128705235
1739,1,0.002738572130612084
1740,1,0.003001131967394684
1741,0,0.003113743486903084
1742,0,0.003276075413172759
1743,0,0.0032734700612443855
1744,0,0.0030928094905703554
1745,0,0.0029951612704510622
1746,1,0.0028509309403334736
1747,1,0.002978135369128617
1748,1,0.0028091233683888235
1749,0,0.002437518002324626
1750,1,0.0021315049121355054
1751,1,0.002322588894173527
1752,1,0.0026575208719019
1753,1,0.002623494472081967
1754,0,0.002321675925937122
1755,0,0.001999198996384334
1756,0,0.0019848895489657224
1757,0,0.0018354309891146338
1758,0,0.0019444993116592842
1759,1,0.0015909330411298574
1760,1,0.0016277801632560232
1761,1,0.0019453373583859148
1762,1,0.0019976436340473627
1763,1,0.0021254411649545913
1764,0,0.002238741716460497
1765,1,0.0018739510779907582
1766,1,0.0015809360508017188
1767,0,0.0015809438654546882
1768,0,0.0015040289257387584
1769,0,0.0011071781331249122
1770,0,0.000922391536837934
1771,0,0.0009536285002196523
1772,0,0.0007398496959654575
1773,0,0.0004148042593596929
1774,1,0.00024473256023321404
1775,1,0.0008622214966835165
1776,1,0.0008897783249438968
1777,0,0.000711315185396704
1778,1,0.0006470698754891135
1779,1,0.0006600279365906963
1780,1,0.000797975530398647
1781,1,0.00087972668285387
1782,1,0.0009290615589738635
1783,0,0.0006448607833805975
1784,1,0.0006082235013954768
1785,1,0.0009743195600810998
1786,1,0.0012720417432687866
1787,1,0.001234691637114019
1788,1,0.001024619037130251
1789,1,0.0010487873964081804
1790,1,0.00091922521346085
1791,1,0.0007389460933708228
1792,1,0.0007599466483231135
1793,0,0.0008758241829121104
1794,0,0.0005972479171261167
1795,1,0.00022774743798004637
1796,0,0.0002434575911641867
1797,0,4.8486542530004946e-05
1798,1,-3.166268596650555e-05
1799,1,-7.280280059199988e-05
1800,1,3.4752030791082515e-05
1801,1,0.00013360086577931643
1802,1,0.0002674967079320176
1803,1,0.0006169165899964071
1804,0,0.0008135155497172428
1805,0,0.0009353785529502035
1806,1,0.0011040510084624206
1807,0,0.0009780676175128037
1808,0,0.0010373314202931309
1809,0,0.0011169571761954105
1810,0,0.0010030496086226057
1811,0,0.0006423135913774087
1812,1,0.0011694564628587163
1813,1,0.0022242037339572146
1814,0,0.0026482465479238785
1815,0,0.0025899276390259993
1816,0,0.002499070839320919
1817,1,0.0025677866242796756
1818,0,0.002639431749235024
1819,0,0.002449953878040071
1820,0,0.0021814180704489766
1821,1,0.002022836056694811
1822,1,0.002420019634196718
1823,0,0.0024812053263596344
1824,0,0.002522860765347789
1825,0,0.002595827772882579
1826,0,0.002560255684409742
1827,1,0.0023743147401399916
1828,1,0.00263441779074407
1829,0,0.002887473301030383
1830,0,0.003054618096209707
1831,1,0.0029710648070074112
1832,0,0.0027214463404692645
1833,0,0.0024525734023836095
1834,1,0.0022420117339358686
1835,1,0.002441943270228443
1836,1,0.0029760986691382213
1837,1,0.0030030309634962787
1838,1,0.0028025206535494795
1839,0,0.0024572149823877056
1840,1,0.0021216213495681064
1841,1,0.0022066938398650746
1842,1,0.002631712249137395
1843,1,0.0027527699653059935
1844,1,0.0028446689521559464
1845,1,0.003206109378345205
1846,1,0.0036379647757180046
1847,1,0.0035761048781332923
1848,1,0.003589291702847923
1849,1,0.0037085969837266884
1850,1,0.004011506800194115
1851,1,0.0037276393615788745
1852,1,0.0036001733399118867
1853,1,0.003988497911407544
1854,0,0.004059250649572446
1855,0,0.004057812603467808
1856,1,0.004104250690716846
1857,0,0.004204964263027141
1858,0,0.004025219325066109
1859,0,0.003906870938359571
1860,1,0.0037840861658080117
1861,0,0.00352055745648623
1862,0,0.0032895304724066504
1863,1,0.0030534766098838416
1864,0,0.0029941652804839447
1865,0,0.0030177105407177647
1866,0,0.0029313044149674133
1867,1,0.002711588666266496
1868,1,0.0027746058965015612
1869,1,0.0032056482868198077
1870,0,0.003596867796037072
1871,0,0.0036283164466589853
1872,0,0.003645926687411739
1873,1,0.0037342145212142406
1874,1,0.003909585797933661
1875,1,0.003456654351790033
1876,1,0.0034576098979994586
1877,0,0.0034253012478507555
1878,0,0.0032411901545184325
1879,0,0.003069734527206996
1880,0,0.0027662965571819327
1881,0,0.0026752741139960488
1882,1,0.0022994128103996244
1883,1,0.0023270954729006886
1884,1,0.0023703347508215898
1885,0,0.0023998947471109934
1886,0,0.0021571393724137125
1887,1,0.001910945522315001
1888,1,0.002036157782168162
1889,1,0.0021761310961388243
1890,0,0.002228954278268877
1891,1,0.002075560048630846
1892,1,0.0020924606672270874
1893,1,0.001954727768870962
1894,0,0.002049941505180326
1895,0,0.002120467673884751
1896,0,0.0020065193285708403
1897,0,0.0020008210619109896
1898,1,0.0019089786416904761
1899,1,0.002120687946526781
1900,0,0.0020601812756860897
1901,0,0.001910800966931382
1902,0,0.0013981804071144931
1903,0,0.0008893630142489292
1904,1,0.0008065555503863917
1905,1,0.000974998238662983
1906,1,0.0010313704537223273
1907,1,0.001153283625963191
1908,1,0.0013315469548721944
1909,0,0.0014137368544950694
1910,0,0.0013929422679379716
1911,0,0.0013911010777900303
1912,0,0.001495377007885837
1913,0,0.0013600250413861922
1914,0,0.0012606565329690903
1915,0,0.0012651278672817208
1916,0,0.0010852429292272626
1917,0,0.0009351107281216771
1918,1,0.0008477273832214742
1919,1,0.001031894002763819
1920,1,0.0012766146007300472
1921,1,0.0013226803291820951
1922,0,0.0011308499569225184
1923,0,0.0010816196734853506
1924,0,0.0011776394576767837
1925,0,0.0012131718633175738
1926,1,0.0012270022222950856
