,Positive,ROI_past_ma10
0,False,
609,1,-0.0027230741115765035
610,0,-0.0022473284040933853
611,0,-0.002595330564911792
612,0,-0.002765282972585549
613,0,-0.0025413177926679087
614,0,-0.002172672678587922
615,1,-0.0019017072121234005
616,1,-0.0010925545969237551
617,1,-0.0006522617475241822
618,0,-0.0008455729479542053
619,0,-0.0012237638055518213
620,0,-0.000694878924229992
621,0,-0.0004973592448488175
622,0,-0.0004908347519629593
623,1,-0.0008219280837451802
624,0,-0.000285659444776813
625,0,4.661658534976222e-05
626,0,-0.00020314714832847384
627,1,-0.0004780631466378054
628,1,-0.00031486423987907503
629,1,-0.0005703365097377243
630,1,-0.0007916506279496923
631,1,-0.0004994409080299637
632,0,-0.0004884966738417483
633,0,-0.0007563435522480325
634,0,-0.0007795369703163166
635,0,-0.0006183756936912981
636,0,-0.0004106502568451231
637,1,-0.0008227325410134411
638,1,-0.0003499402265777624
639,0,0.0003386762213877598
640,0,0.00017467305514395445
641,0,-0.0006713026918103967
642,1,-0.0010811371880932188
643,0,-0.00061353398520472
644,0,-0.0004233856053303838
645,0,5.2469675364010486e-05
646,0,-6.792627706261081e-05
647,1,3.157221458985997e-05
648,0,0.00042287360625525123
649,0,0.0005363507199914537
650,0,0.0001381680798798479
651,1,-0.00041407679290247955
652,1,-0.00023164320717352838
653,1,4.771009709600559e-05
654,1,0.0005854346578806569
655,1,0.0005943315310617034
656,1,0.0009542108365305171
657,0,0.0013319768515022506
658,1,0.0005149291401362314
659,1,0.0003105083926877192
660,0,0.0005448854835481514
661,0,0.0005615197763258322
662,0,0.00035996019055228303
663,0,0.00040498619501025174
664,1,-0.0004508371010903078
665,0,-0.0006931405611949304
666,0,-0.0005516773885480661
667,0,-0.0009999742187155518
668,1,-0.0017415627477280194
669,0,-0.0015472084535847828
670,0,-0.0015546187656894914
671,0,-0.0016494668620932404
672,0,-0.0017468815580664449
673,0,-0.001873382190047678
674,0,-0.001989696956318834
675,0,-0.0024957167432397057
676,0,-0.003349418078824728
677,1,-0.005401067318169285
678,1,-0.005230820676169551
679,1,-0.004802712615494308
680,1,-0.004883862955499007
681,0,-0.004169991520989427
682,1,-0.004308037470361589
683,1,-0.004351140244172397
684,0,-0.003954397912317149
685,0,-0.005049418957741994
686,1,-0.006145797384998297
687,1,-0.006154732831359921
688,0,-0.0058800156235644776
689,0,-0.005848724273101625
690,0,-0.00674353440599271
691,1,-0.007073129796322005
692,0,-0.006454848866577296
693,0,-0.007082028269186117
694,0,-0.0077838648033441305
695,0,-0.008272193352849476
696,0,-0.008926452513802696
697,0,-0.009888624294179804
698,0,-0.009857581280077063
699,1,-0.010221663208468623
700,1,-0.007626297363380516
701,0,-0.006928926290979929
702,0,-0.00817757439372537
703,1,-0.008478185365492044
704,1,-0.007709879632138641
705,0,-0.007965648919711618
706,0,-0.008604408369189373
707,0,-0.00890830032615959
708,0,-0.008777680694643328
709,1,-0.009109728890528397
710,1,-0.009388054509125781
711,1,-0.008199306538808864
712,0,-0.007262673428199582
713,0,-0.0071853619972466224
714,0,-0.007352836504176512
715,1,-0.0075650827823753476
716,0,-0.007718296072645345
717,0,-0.00823682637928385
718,0,-0.009143047288182028
719,0,-0.009159909069560252
720,0,-0.009514096075440041
721,0,-0.00985741236407793
722,1,-0.010218942609110635
723,1,-0.009830833882161489
724,0,-0.009312690555317287
725,0,-0.0091195320020118
726,0,-0.009009001800154674
727,0,-0.009694700664577534
728,0,-0.010949522973130238
729,0,-0.011545784373988576
730,1,-0.011748412271528485
731,1,-0.011518132139998296
732,1,-0.010872043077770477
733,0,-0.010338138645679874
734,0,-0.010999525265187795
735,1,-0.011197764658849037
736,1,-0.010561058654468372
737,1,-0.009969289026336725
738,1,-0.010073283818655845
739,1,-0.009303623979948534
740,1,-0.007763092210631385
741,0,-0.006796265912999362
742,1,-0.00700913854974441
743,1,-0.007110202328915452
744,1,-0.0064796657406781775
745,1,-0.006025864182161735
746,0,-0.005810379710256167
747,0,-0.005890176128887945
748,0,-0.006167338075121903
749,0,-0.006371867424364417
750,1,-0.006571660590236276
751,0,-0.006286590270801822
752,0,-0.006574247596933366
753,1,-0.007193856353315288
754,1,-0.007113228642194387
755,1,-0.007155253102222976
756,1,-0.007023038884289144
757,1,-0.006598516001582669
758,0,-0.0061524401936436535
759,0,-0.00655952714033602
760,0,-0.0069045642104974625
761,0,-0.0068342028079326714
762,0,-0.0069073171232142275
763,0,-0.006859040302448149
764,0,-0.007039522440733997
765,1,-0.007553537265630854
766,0,-0.007310270117153288
767,1,-0.007794209211947349
768,1,-0.007354740856801105
769,1,-0.0067268487177708225
770,1,-0.005638047404631987
771,1,-0.005070094789967359
772,1,-0.004606911002223442
773,1,-0.003532468902773317
774,0,-0.0030323637409894765
775,0,-0.0026332974393866453
776,1,-0.002014549712456024
777,1,-0.001616925871925231
778,1,-0.0018230824477775953
779,1,-0.002139594031911859
780,1,-0.0013337674282279377
781,0,-0.0011549692516293103
782,0,-0.0012301266501481825
783,1,-0.001720999245504099
784,1,-0.0022336660209300186
785,0,-0.0014366286123732334
786,1,-0.0014288071194280567
787,0,-0.0012814173868087404
788,0,-0.0016287199316706656
789,0,-0.0017591327236519266
790,0,-0.0008969743086605631
791,1,-0.0004888441329659768
792,0,-0.0005654204516545506
793,0,-0.00018578191538697698
794,0,0.00014204630783171628
795,0,0.0006257345593186781
796,0,0.0011381085733981934
797,0,0.0017438737733067066
798,0,0.0012379541290147796
799,0,0.0013510000027026536
800,1,-0.0013469929519534574
801,1,-0.0012687816789108209
802,1,0.0007719252488797046
803,1,0.0012505208453954656
804,0,0.000271531532238239
805,1,6.536224005223838e-05
806,1,0.0007994244400460113
807,0,0.0016522511093956483
808,0,0.001637048334650694
809,1,0.001997482649240007
810,1,0.0024591483302189385
811,0,0.0018531502522007187
812,1,0.0012241223340324404
813,0,0.001473369805978435
814,0,0.0015662042477742428
815,1,0.0016287898075396231
816,1,0.0015282827347530533
817,1,0.001993143534079367
818,1,0.0033917428541244167
819,1,0.003828554612440717
820,0,0.004361696041062583
821,0,0.004637903157770342
822,1,0.005194187944561152
823,1,0.005110030983008104
824,0,0.0047171933533639195
825,1,0.004755526273166674
826,1,0.005007349454680149
827,1,0.006306354832766514
828,0,0.007800916356705722
829,0,0.008079830759077151
830,1,0.00815207421817808
831,1,0.007880907331317428
832,1,0.007086272619087983
833,0,0.006684650606235995
834,0,0.007528460022111855
835,1,0.007915884968704245
836,1,0.007757594106383603
837,0,0.007849827446304677
838,1,0.007527092193659632
839,1,0.006556037905137511
840,1,0.006126283126365792
841,0,0.005839849486259996
842,1,0.005880758469270848
843,1,0.00557987995268751
844,0,0.00520076410495464
845,0,0.004747648131747675
846,0,0.004225291043984279
847,1,0.00432008401263513
848,1,0.004557728107753679
849,1,0.005150858304977943
850,1,0.005597397713030679
851,0,0.005540842738629997
852,0,0.0054388254326166886
853,1,0.005587048569176333
854,1,0.005684474519470423
855,1,0.0058037911161222784
856,1,0.005358623524425213
857,1,0.00493724875120116
858,1,0.004880706377612742
859,1,0.005441068640363977
860,1,0.005662563894270203
861,1,0.006098981187424588
862,0,0.0067580627237538386
863,0,0.00667874154853624
864,0,0.006936612815430935
865,0,0.007155540529110981
866,0,0.006919233550198468
867,0,0.007488385930692986
868,0,0.00712042802807274
869,0,0.006360914134454126
870,0,0.005367995255729004
871,1,0.004844854384121778
872,0,0.004746884249480654
873,0,0.00380688022148709
874,1,0.003378771218655928
875,1,0.0036181799904152156
876,1,0.0039096546767447135
877,1,0.004175139390286525
878,0,0.004415487627014647
879,0,0.003911033952765183
880,0,0.0029019385032400587
881,0,0.0019061996609646237
882,0,0.002111117027061034
883,0,0.0023455082037503374
884,1,0.002090374859112794
885,1,0.002222258137635583
886,1,0.002965927044949456
887,1,0.0031351782795775063
888,1,0.0034720346347334634
889,1,0.0041209358783094955
890,0,0.004658104704776783
891,0,0.004555113700818735
892,0,0.004169094023576416
893,0,0.004268481074878258
894,1,0.004423345691047332
895,1,0.004815850730778106
896,1,0.005472300786558678
897,0,0.006016381637715093
898,0,0.006419745902438181
899,1,0.006561916978915168
900,1,0.0072856513178075144
901,1,0.007022503792565705
902,1,0.006413027008093712
903,1,0.006091379164259051
904,0,0.005914503055761442
905,1,0.005987622613711694
906,1,0.00576235854364818
907,0,0.005379223005651023
908,1,0.005498494901405356
909,1,0.005652616683639053
910,0,0.005249463271103896
911,0,0.004794866123866062
912,0,0.004478230156780558
913,0,0.004258057417386336
914,1,0.0043868177644457605
915,1,0.005059827097430806
916,1,0.005191460382318447
917,1,0.005112397431974488
918,0,0.004653750445084336
919,0,0.004451845780969412
920,0,0.004207340879578853
921,0,0.0043534676186933975
922,0,0.0042086256331913515
923,0,0.0038733823575190845
924,1,0.0034951479910889393
925,1,0.00359751208372811
926,1,0.003649766855285774
927,0,0.0030834580363403984
928,1,0.002794808857328834
929,1,0.0032276877782444206
930,1,0.003466504687394896
931,1,0.003362248993423963
932,1,0.0034347894003635727
933,1,0.0036617333730232806
934,1,0.0039129260772894775
935,1,0.003947369393104594
936,1,0.00375122744510617
937,0,0.0037246738159271765
938,0,0.0037281171869956685
939,0,0.0034719071093758337
940,1,0.0031907829220964314
941,1,0.0031890606203712714
942,0,0.0035138441847234496
943,0,0.0033601482410902423
944,0,0.002977039151598175
945,1,0.0029002618804060097
946,1,0.003498465669349724
947,1,0.003893168312122276
948,1,0.004387216530154297
949,0,0.004544905253360263
950,1,0.004375784449947801
951,1,0.004491635293876964
952,1,0.004682298346898301
953,0,0.004961293361414637
954,1,0.004719337991320621
955,1,0.004673904566220596
956,0,0.004643062513098336
957,0,0.004416460164164772
958,1,0.0040561526393825915
959,1,0.0039011400426399423
960,0,0.0038417882400655044
961,0,0.0034877263489523007
962,0,0.003146621866559114
963,1,0.0030948319240685063
964,0,0.003241010524892427
965,0,0.0032502820900408456
966,1,0.003125099117202968
967,1,0.003289393025323667
968,1,0.003720667747152942
969,1,0.003996219469049696
970,1,0.004234919886390396
971,1,0.0045561177355664196
972,1,0.004653490392595809
973,0,0.005052094046848588
974,1,0.0052761344988861
975,1,0.00525512961245567
976,1,0.005205898559836946
977,1,0.004798813711671239
978,0,0.0045771505717480815
979,0,0.004616927859033836
980,1,0.0046690440222015815
981,1,0.005264839763851182
982,1,0.0055190426341012065
983,0,0.0058174211247910565
984,1,0.005844428798227121
985,1,0.00577680143100843
986,0,0.005731605381696351
987,0,0.00536154432634812
988,0,0.0050681171717759975
989,0,0.004659012500113111
990,1,0.004243458733754642
991,1,0.004439006663733021
992,1,0.004599036598395611
993,1,0.004713409053472066
994,1,0.004789995635138696
995,0,0.004588989209920822
996,1,0.004132863935478599
997,0,0.004001652299062683
998,0,0.0040577806889187116
999,1,0.004165274626511136
1000,1,0.004017472334891263
