,ROI,ROI_past_ma10
0,,
1,0.05376649170095051,
2,0.016563892514740997,
3,0.044082071498969644,
4,0.02195399282777928,
5,0.0071538725154215894,
6,0.015530889691963576,
7,-0.016195361851867526,
8,-0.01577393504850266,
9,0.006024355609105408,
10,-0.03917846047635478,
11,-0.024255148077009007,0.009392780898220604
12,-0.11460962756299542,0.00633387826410882
13,-0.02554993851619067,-0.0037447472214831995
14,0.08754720682721087,-0.00542206962876839
15,-0.0069193053200751085,0.0012185929752301292
16,-0.03767820773930762,0.0006760664222097801
17,-0.01377335333424247,-0.0017210757128850575
18,-0.01883152673158182,-0.002430033220023729
19,0.008006330586975743,-0.0033412273039991783
20,-0.06686774941995358,-0.002743987415000498
21,0.018026809100713834,-0.005950175515248152
22,-0.055118499826827046,-0.004808414343059486
23,-0.021674026699152235,-0.007095236410503466
24,-0.0451646357272492,-0.0077290968578360205
25,-0.036360790860243096,-0.009288910977394904
26,-0.026352890142066942,-0.01037178617270883
27,-0.02314441035577794,-0.010986444017684144
28,-0.044932656215500036,-0.011436739067243172
29,-0.009568274828520356,-0.01263302182253806
30,-0.008562832677620862,-0.012527340891709864
31,0.0737661729406943,-0.012395190617906896
32,0.06675914687012319,-0.00961579179343589
33,-0.0088055750634759,-0.007229074960199669
34,-0.002562704471101411,-0.00727684769060198
35,0.029712668698302178,-0.007138196419440197
36,0.032242199027269124,-0.0060853145589332735
37,0.03463249311586524,-0.005020661403760984
38,-0.04894408635958708,-0.003948954524852167
39,-0.0722560975609756,-0.005133036941555718
40,0.021413856662691036,-0.006854141060002381
41,0.03817463799912247,-0.006147441116935046
42,-0.04216491629406267,-0.005066414797031204
43,-0.04322056123787049,-0.005949712451722429
44,-0.030488806174393746,-0.0068164763769816865
45,-0.030879530315005076,-0.007354483872377415
46,-0.05031764772024522,-0.007877262682213585
47,-0.01872964169381107,-0.008799879748257751
48,0.030004688232536363,-0.009011151279014204
49,0.021808699774801342,-0.008198321289190234
50,-0.03423331054909997,-0.007585933104210815
51,-0.02533241632278764,-0.008118880653108597
52,0.027717166951701466,-0.008456400960357206
53,-0.007061982024045803,-0.007760755423586848
54,-0.027971229592419256,-0.007747571019821922
55,0.0063514467184192696,-0.008122083215610762
56,0.06845637583892629,-0.007858928125901126
57,0.002926987912623947,-0.006496154840814921
58,0.027540412561911514,-0.006330836546894941
59,0.06262094173296069,-0.0057468494932948295
60,0.022349600336558688,-0.004588073370815923
61,0.002053493505826817,-0.004139112142359679
62,0.002467105263157842,-0.0040375940169795725
63,0.03800779647107097,-0.003932679512461227
64,0.04642820539100135,-0.0032669576714527792
65,0.007292839312809011,-0.0024904707486019338
66,-0.0008355861391004547,-0.0023399582861186883
67,0.009641005765224597,-0.002317164768739624
68,0.006331599096888151,-0.002138684611516278
69,-0.01794453507340937,-0.0020141216158044476
70,-0.016707376648754213,-0.002244997173161041
71,-0.004449442597300981,-0.002451602594240943
72,0.0019313623532906767,-0.0024797411858333385
73,0.006318264191605136,-0.0024184758589010603
74,0.005908276429851319,-0.002298794488346181
75,0.06348743376598125,-0.0021878881245867552
76,-0.018694084657497615,-0.0013122171660458486
77,-0.02787377228082937,-0.0015409259488281086
78,-0.03104122165159302,-0.0018829109661268263
79,-0.017983931240657804,-0.0022567354620943417
80,-0.011763594274105829,-0.0024558138896710944
81,-0.04710767468499429,-0.0025721611444765287
82,-0.05653170359052714,-0.003121982299297735
83,-0.017236225963933486,-0.0037733203638249235
84,-0.004032867873166363,-0.0039355240457539424
85,-0.0018208487178190968,-0.003936682900842185
86,-0.007085427135678375,-0.00391179073398309
87,0.03463969658659921,-0.003948693482840012
88,0.0184306200767522,-0.003505148769398182
89,-0.052211783127813736,-0.0032558786688737453
90,-0.07260660690406616,-0.0038059450111090267
91,-0.019118566367993414,-0.004570396809919661
92,-0.012277438214190818,-0.004730266805063329
93,-0.003932405144011102,-0.0048123012769016715
94,0.0010243139791902406,-0.004802840028160913
95,-0.02310370292224931,-0.004740849028082708
96,-0.006262377562490049,-0.004934142226968673
97,0.02102004236597673,-0.004947978011713687
98,0.018847776175983776,-0.004680266461428219
99,0.014984644710367383,-0.004440184393699525
100,0.006008538449375506,-0.0042439739987089505
101,-0.032784330025458525,-0.0041414488742281055
102,-0.017060159509850622,-0.005006957091492196
103,0.023571543107595256,-0.005343197611738112
104,0.015778776208814658,-0.005548302895651856
105,-0.02856106157992946,-0.0056100550618415025
106,0.036700658593584005,-0.005967204402795013
107,0.026368845500848892,-0.005755506713778808
108,0.00015242353419368527,-0.005329864640251644
109,-0.0030401401556139716,-0.005170601054424681
110,-0.027153701156452107,-0.005261246012071875
111,-0.004630582424367182,-0.005140998418872849
112,0.009179605539236257,-0.00494475276234643
113,0.0030239352160318536,-0.003706860431324113
114,0.010594315245478094,-0.0034211216940018873
115,-0.00246482489473153,-0.004190650609819216
116,-0.009405991207443018,-0.00414610580556578
117,0.036352402039029924,-0.0038633836402471333
118,0.022684310018903583,-0.00336212608651441
119,0.008159609930842263,-0.0029469677190095554
120,0.0036213910110129465,-0.0029454349255708906
121,-0.010904804008252278,-0.0022405435212612254
122,0.0009849305623952952,-0.0025298596523508866
123,0.034122941496464096,-0.0019688253484586634
124,0.027766895200783626,-0.0014108556665024996
125,0.018268352483053755,-0.0006815403572221714
126,0.003377253484279161,-0.000135248923789203
127,0.0039816087595392876,0.00016205251247425806
128,-0.006890042472864596,0.00043331270362743034
129,-0.01842993809791787,0.0008137388410537848
130,0.0026423819185580253,0.0007251222083598096
131,-0.0030077341735892074,0.0008371743543215984
132,-0.03143046483006715,6.943528317876332e-05
133,-0.025384875247333714,-0.00091246083382314
134,-0.00594049763840872,-0.0010782538356617181
135,-0.003900849298834784,-0.0011120317673347913
136,-0.02623366491125426,-0.001448166947306161
137,-0.019979767324228574,-0.0020329255866913948
138,-0.03504003162992984,-0.002579048191092333
139,0.01236675980544352,-0.0024400076437957603
140,-0.008850007629316967,-0.001593779070131569
141,0.0012454592631033167,-0.001896417713051649
142,-0.014926141335117637,-0.0022657095004118407
143,0.001908396946564909,-0.00199332175082239
144,0.012029917882734512,-0.0015420321689780365
145,-0.03218497347958185,-0.0011168449284067537
146,-0.04643320363164715,-0.0011298993600525214
147,-0.0005851375073142914,-0.0010910549191665408
148,0.02430612580062422,-0.000909609877301573
149,-0.004263831131231259,-0.0009665955016206945
150,0.0255458750134452,-0.0012273208106810204
151,-0.015344467640918569,-0.0006295289550555688
152,-0.024937526030820598,-0.0005296494682368781
153,-0.014428472185111894,-0.0010561963980620988
154,-0.01328779550669716,-0.0011298612996727597
155,0.025492094223943256,-0.0009830269588155386
156,0.03637043366801966,-0.0007916204837602989
157,0.006043870160996179,-0.0011124799054693653
158,-0.007859765241222307,-0.0010813110829856428
159,-0.023325575381432588,-0.001435312861016981
160,0.0004755865567533471,-0.002294778032160914
161,-0.011424944462075513,-0.0025135181699589676
162,-0.010369821702555312,-0.0026483025496379905
163,-0.0031481777920068484,-0.0027766718192951223
164,0.021099983934022373,-0.0031882315619259005
165,0.00888345124740671,-0.0034415137764956904
166,-5.247140308541991e-05,-0.003425607657149713
167,-0.0017914537119974889,-0.003417776509789563
168,-0.0075940085890855175,-0.0035321011045617834
169,0.008810110650794518,-0.0036713571814215203
170,0.0007363770250367471,-0.0034038107241794813
171,-0.009464547165864893,-0.0032293731874415716
172,-0.004055192753317789,-0.0032795242331272105
173,0.019570405727923613,-0.0033393897841932957
174,0.036076484259454956,-0.003206868368830111
175,0.05604857543204116,-0.0029051862905340744
176,0.022349193507609784,-0.002979574873873475
177,0.01378799110452183,-0.002569142092222401
178,0.01770128469157602,-0.002152524458368889
179,-0.015058479532163622,-0.001665099394937199
180,-0.04443589496970284,-0.0016358448778522568
181,-0.0005889570552147463,-0.001962567884808227
182,0.008684801597204937,-0.0014973807085104315
183,-0.0024668212541319257,-0.0008452156566331109
184,0.0032021281836542553,-0.0006975216095350952
185,-0.0063562453806355855,-0.0006251716489668892
186,-0.006687976395377356,-0.0006705256155950539
187,-0.005389636075949384,-0.0006665511081920438
188,-0.009074768198855807,-0.0010668444348175298
189,0.005319413373104614,-0.00134189831757361
190,0.035897435897435936,-0.0007665863525644263
191,0.01687305737826245,0.00031845407545059464
192,0.013971863557525561,0.0006783703129131533
193,0.04573348918760966,0.0009408633306303171
194,0.004374206293212823,0.0014375222739465246
195,-0.011759259259259223,0.0014710211970867507
196,0.005688228657390034,0.0015844656337166514
197,-0.0029371998694577624,0.001703971695915452
198,-0.01401279835583166,0.0014643992735611073
199,-0.01649070354106326,0.001135793528242953
200,-0.0023768777334093934,0.0008210400457286465
201,0.007226866940626334,0.0007371858839007973
202,0.09380497313745062,0.001137297853561646
203,0.047492599686574946,0.0022459491800346583
204,0.023857889959804562,0.002485159745824455
205,0.02164611125094386,0.002565950883334354
206,0.015942756716043192,0.0030680226116430874
207,-0.02556538839724684,0.0028604435928676797
208,-0.015153391964986116,0.0023411012538867224
209,0.0032821375973069687,0.002188043098894924
210,-0.02210891461528825,0.0022512658764241335
211,-0.018487605375177393,0.002301713741835772
212,0.009188819557227139,0.00216314351232767
213,0.009985191453353135,0.0021632356525075787
214,-0.002530364372469612,0.0022328482148807915
215,-0.00410522788203749,0.0021016014187013148
216,0.0048426150121066,0.0020851973888282548
217,-0.00620571093127602,0.002227683451023751
218,0.015308058870661643,0.0018021023213206915
219,0.0302915562287012,0.0017283398098382724
220,0.02335924186375163,0.0019496592728168618
221,0.005021056041464127,0.0021470377813442485
222,0.00762865792129157,0.002306296381841413
223,0.0036456434560700195,0.002372733655430375
224,0.022569653237121765,0.0020679606750264347
225,0.023096732657331323,0.002015988255389816
226,-0.011496050676468278,0.002064272057132592
227,-0.03912871287128711,0.0019155390155251174
228,-0.023710847214473533,0.0014844357992168534
229,0.007308666583613599,0.001316227751800764
230,-0.01908072927194081,0.0015736137986160786
231,-0.00701493769084764,0.0013563826867110903
232,-0.0023023475722567213,0.0013163106515385059
233,0.00827335153470671,0.0016075918241166105
234,0.0027055833401656007,0.0019441740919370145
235,-0.0088626292466765,0.0020306349017227576
236,-0.012471470492337797,0.001981017102244341
237,0.00414576510094938,0.0021186390464335053
238,-0.00646889163576429,0.002359894370685285
239,-0.010075566750629714,0.0026456057706269404
240,-0.0053176140813718294,0.0024211825050662076
241,8.320505886750347e-05,0.002456506440545659
242,-0.041107799304520645,0.002444883898503301
243,-0.028738250031057178,0.002183067318809271
244,0.0025531178328789795,0.0018766008490330502
245,-0.029332993240657985,0.0017818328485344947
246,-0.018508953168044004,0.0018103526509237334
247,4.367193641374499e-05,0.002089595155559765
248,0.02520898069937411,0.0020958832499970454
249,0.005559657733570782,0.0021049117989845444
250,-0.014200778476410426,0.0022031466876325646
251,0.011890349360083017,0.0018056801527340082
252,0.03704497706127006,0.002078028322744024
253,0.0388105482895242,0.0026978533536649307
254,0.002236117437575022,0.003230243558411292
255,-0.00450653447498871,0.0033854826878540133
256,0.008231468905626208,0.003085496400864694
257,0.031551596139569434,0.0028041067532407595
258,0.015672091621458734,0.0030591840130264917
259,0.004537313432835767,0.003294502581653302
260,-0.020233830649923297,0.0035731314697959858
261,-0.030918833101805883,0.00336603729772922
262,-0.009656175508060225,0.003171098411331916
263,-0.014617368873602724,0.003178234873276867
264,-0.02734279918864101,0.0030635429624609077
265,0.03798204787234049,0.002579115131234274
266,0.0075476367235832054,0.002870101097483612
267,-0.01028913260219347,0.002946102178750298
268,0.003133775589109038,0.002861125389848338
269,-0.0073821464393179674,0.002968403231630284
270,0.015166835187057633,0.0028064806607291585
271,-0.02965914121292609,0.002950785242349368
272,-0.04841066140177686,0.0027488393018787554
273,-0.03204305526806048,0.0023052846153941648
274,-0.012594669233022382,0.001789150005434324
275,0.0040976609185590235,0.001302438470509551
276,-0.005903436643474618,0.0007829293253747294
277,-0.01314778451293428,0.0005004030238638853
278,-0.028340252478183503,0.00023104526768932427
279,-0.0034262913648783104,-0.00022937010400827097
280,0.014751316304773448,-0.00011304822233541785
281,0.003214177127220645,0.000478823890409345
282,0.008446597779016417,0.0005168552322336989
283,0.020118292103786198,0.0005144731940518138
284,0.015780270397065674,0.0007403243276309949
285,0.012800340208377592,0.0008661057497651092
286,-0.016821103597963107,0.001057671605655241
287,-0.022720591323338056,0.0009563403336293835
288,-0.05087682231143035,0.0007830307811554966
289,-0.012207438633469465,0.0003650102400297513
290,-0.004835203832675347,0.0001897417199640105
291,-0.009026900162484202,-0.00021758467733710236
292,-0.009381452554089252,-0.00047658425274456877
293,0.04695286426187542,-0.0007101174138607171
294,0.018262189676728,-0.0006979236631180594
295,-0.017229467138785773,-0.0005590438292829075
296,-0.013618169161155566,-0.000613745908078173
297,-0.007110762116651378,-0.0008068098862636291
298,-0.021058672906273373,-0.0008485455087355653
299,-0.0047052556818181915,-0.0009190042542399823
300,0.0066714749368914075,-0.0008011497756475318
301,-0.015614543832255186,-0.0007106662489445237
302,0.003541806769782524,-0.0009390803566733389
303,0.004552625647960421,-0.0018417120203500198
304,0.02411258515596986,-0.002271111760736165
305,0.0376003948490151,-0.002268564808774512
306,0.013682410209183022,-0.0021090219727938
307,0.007663664703844743,-0.0021316254378624016
308,0.0066374560756583285,-0.0017993349068514857
309,-0.0036205335976897696,-0.001581426426445041
310,-0.0020763939957606516,-0.0016504531383950086
311,-0.013762848909724264,-0.0014501279321997326
312,-0.007739536492563093,-0.0014028803675452015
313,0.03242983719610658,-0.0015721639280431034
314,0.015026263670025011,-0.0013477174706155689
315,-0.0013541534425119258,-0.001172151190190623
316,-0.006570859298825652,-0.0011446404457953674
317,-0.013728720483250962,-0.0012587751889046898
318,-0.005475233125160412,-0.0013340052844244394
319,0.0028723313041242216,-0.0015418382043826597
320,0.00495198725401544,-0.0018160304536284295
321,0.012411498763115229,-0.0020001029997257914
322,0.009297961272711671,-0.0019261985725092803
323,0.004638610103736286,-0.0019095055389950794
324,0.0008055284690719368,-0.0018995758725184166
325,0.016800707398206157,-0.0021172171201989153
326,-0.023339171520508288,-0.0021801773727901665
327,-0.005368513046735162,-0.002298608581230567
328,-0.001294147115304343,-0.0019610065829850473
329,0.00245587745587747,-0.0017368395819933554
330,0.0018805633331941036,-0.0017853674732707166
331,-0.018103878808057243,-0.0015757545472193676
332,-0.021183436887536017,-0.0016866439583914637
333,-0.01358270215376807,-0.0018754548515442565
334,0.00976296043656204,-0.002094015388429004
335,0.010542555926973549,-0.00202344161746504
336,-0.006077348066298371,-0.0018293897657285394
337,-0.011298717785959188,-0.001765448541468145
338,0.006686669524217754,-0.001919893370337231
339,-0.010029574386010045,-0.0017883377587374104
340,-0.0006417112299465483,-0.0017878778350912136
341,-0.00012978585334199065,-0.0017411188065769609
342,-0.01605356912907245,-0.0017432487156990558
343,0.023052636131655136,-0.0014927064139445738
344,0.019417895601781816,-0.0009747975523174508
345,-0.004524886877828025,-0.0008061497746284224
346,-0.003005291005291039,-0.0005580687110001228
347,0.013489361702127606,-0.0004030320893725931
348,0.00202754076201736,-0.00026857519171545456
349,-0.013505090380220236,-0.000500389591089022
350,0.017619107691013824,-0.0006910370722269323
351,0.01545253863134661,-0.0003728382105526897
352,0.02805470874186373,-0.00033721631784005375
353,0.027671244175017443,-0.0004271190010341171
354,-0.00031932303516549914,-0.0005385120421791846
355,0.012123629112661983,-0.0005640664469065898
356,0.04205457463884438,-0.0003977648110300828
357,0.016658174264100656,-5.953375369790112e-05
358,-0.0032478830762091597,-0.0002084679724525889
359,-0.008188213585514918,-0.0003976677194292678
360,-0.009405480724570392,-0.0005249229896127747
361,-0.017996657208380284,-0.0004166394903592456
362,-0.006833981383292129,-0.00028741773142498963
363,-0.008392434988179763,-0.00025919579017730866
364,0.0010279117577290699,-0.00019694645132307904
365,0.013799882052290227,8.676065814062176e-05
366,0.01606536670087638,-0.00015506100005988088
367,-0.00785197854310807,-6.988370028694911e-05
368,-0.005526783643812348,-4.5512159696095134e-05
369,0.02737047898338221,-0.00013211775202530898
370,0.021279065268696558,0.0002154085022016928
371,0.0024551463644947205,0.000276530803018082
372,-0.012076660540824253,0.0005976736787922901
373,3.805754300498899e-05,0.0009610136874018162
374,-0.004149219642177294,0.001281824815512471
375,0.008318456337600174,0.0013662793114209216
376,0.016843466027907712,0.0014084872656113332
377,0.019902182091798205,0.0016359562923251563
378,0.0071628427532177425,0.0019664559583724814
379,0.0023994093761536884,0.002321486910686494
380,0.0006255289399124845,0.002379743918096814
381,0.0012492192379761728,0.0022384860444482043
382,0.003160835048515193,0.0022188364655557594
383,0.01156661786237198,0.0021659788382507473
384,0.009262298070962198,0.002080462095836605
385,0.008532113422648098,0.0020152823725755704
386,-0.010007199424046181,0.0019726001047182754
387,-0.0095591948632856,0.0020407391464574444
388,-0.06025053247175192,0.002172353111057969
389,0.0011709144842122143,0.0020786160094547535
390,-0.009624268555589776,0.00221239954063157
391,0.000902314633189446,0.0021645088934024257
392,-0.017391304347826087,0.0022638010413591624
393,0.0062053255832219935,0.0021837025234217942
394,0.01489077479176486,0.0017762271366352598
395,-0.005726082891866731,0.0017425129877856286
396,-0.014017973730701195,0.0018575468302548187
397,0.000978435286290165,0.0018535487845593626
398,-0.02088518979464843,0.001934440758588778
399,-0.00011751801942965033,0.0019361755897050273
400,0.02589870903674273,0.0019820529663289125
401,0.031434954728961635,0.002174325307327426
402,-0.00888700804062633,0.002644820292939594
403,-0.009706130591575345,0.0025205321448355054
404,0.010417074603485399,0.002377944582440148
405,-0.021074491404837758,0.0022409894769153033
406,-0.035254920192158666,0.001654240614376775
407,-0.03430814524043183,0.0011648673103633578
408,0.016283602696337284,0.000745149210920592
409,0.0009639715628389328,0.0008416106771273816
410,0.008271035470017547,0.0008874557287326687
411,0.027670991510491738,0.000990930023390451
412,0.004388198879442202,0.001405268427592611
413,-0.0019360334546580965,0.0015265457813126637
414,0.0012862488306828192,0.0011828870748050169
415,-0.015613469530430878,0.001045486926411595
416,0.0026560424966799736,0.0009028937655324056
417,0.007042530589762838,0.000995162783487462
418,0.005615348619560122,0.0012028752942175999
419,0.02348039406565154,0.0013137811116648052
420,0.02478954106373916,0.0015198617392800783
421,0.00022904260192396656,0.0017182372773773156
422,-0.018909941873631732,0.0015964127157654029
423,-0.006520313283691492,0.001314333684301969
424,0.00011498658489854182,0.001202744450427691
425,0.010975845410627922,0.0011958390315859571
426,0.008137258665028999,0.0011375904117101748
427,0.008959548591253825,0.0014523547135655477
428,0.004009776216298829,0.0015956353299454377
429,0.0165825522710887,0.0016486745632614693
430,0.038630843958712836,0.0017899413114135817
431,0.025157465728047505,0.002157444117668769
432,0.02396171969171203,0.0025900575630298166
433,0.020973244747710656,0.0030415091288222965
434,0.014246028919438708,0.0033870685978370845
435,0.007368570213972089,0.0034318992826658508
436,-0.005114014501383713,0.0034001594255358364
437,-0.007793115498864097,0.003409792761184983
438,0.02745084220170562,0.0034448487840559334
439,0.025309356048655758,0.0036524905108308125
440,0.0010959654770874483,0.00400587981517747
441,-0.012337263990184732,0.004023256582247811
442,0.015298456495014406,0.003901181800879383
443,0.03831887017185635,0.004214702057120251
444,0.033915379449294715,0.004367364397522264
445,0.016728383031247896,0.004512339235997392
446,0.0010289719926685527,0.004724871935088152
447,0.005896449517563236,0.004765214565067747
448,-0.00617995517130966,0.004689285443222104
449,-0.03517446409012677,0.004607210483888834
450,0.024261024067194284,0.004390516746789769
451,0.014546491728465408,0.004456935910551573
452,0.014653166467517846,0.0044478754415227615
453,-0.005830102866212951,0.004313860018779303
454,0.058094791177850935,0.003978846548366998
455,0.022026831036983385,0.004562987690497163
456,-0.0062371914817785585,0.004662019709740377
457,-0.006005652378709434,0.004179102048534147
458,0.00770712909441223,0.003952463782106046
459,0.025086964212015773,0.004062013903812261
460,0.0435282668318147,0.0043947656817875675
461,0.0035928143712574594,0.004924103157351418
462,0.012025586353944615,0.005139997873147796
463,0.021315486066196068,0.005328593550520163
464,0.049229899675003415,0.005625672761063922
465,-0.006257618854124346,0.0061076926402366645
466,-0.06381085889901336,0.0059071176311725196
